node	degree	flag
65005	81	0
162466	4	0
64759	10	0
440	7	0
64753	62	0
64750	105	0
64756	2	0
124056	1	0
153657	5	0
23414	7	0
23417	16	0
23411	88	0
23410	21	0
23413	9	0
23412	4	0
151871	20	0
23418	8	0
27257	27	0
27255	5	0
27254	3	0
27253	2	0
27252	14	0
27250	19	0
51186	8	0
51187	5	0
51184	4	0
51185	4	0
51182	2	0
51181	5	0
79939	4	0
4361	57	0
283238	1	0
343521	2	0
2290	18	0
2297	1	0
2296	3	0
2295	4	0
55954	25	0
55957	50	0
6938	49	0
112942	1	0
5902	20	0
374879	2	0
10916	4	0
10914	7	0
10915	158	0
10912	52	0
56605	2	0
10910	7	0
8692	5	0
10919	90	0
57553	2	0
10319	2	0
57551	10	0
7293	8	0
7294	12	0
57556	7	0
57555	8	0
57554	15	0
7298	29	1
7299	7	0
57559	25	0
10645	28	0
10642	205	0
10643	229	0
57003	8	0
57002	16	0
121268	11	0
100290337	34	0
7702	4	0
26750	6	0
10818	25	0
221241	1	0
6299	6	0
6297	6	0
6296	1	0
6295	5	0
6294	23	0
6293	45	0
6291	3	0
26127	14	0
81853	10	0
26122	22	0
81854	2	0
81857	40	0
26121	182	0
81858	3	0
26128	14	0
9752	1	0
80097	4	0
36	37	0
147912	4	0
35	32	0
57698	11	0
34	41	0
79845	1	0
79844	1	0
56975	5	0
79841	3	0
79840	8	0
56970	13	0
79842	20	0
3430	5	0
3431	11	0
874	5	0
22950	4	0
79849	13	0
873	18	1
22955	28	0
871	19	0
2037	20	0
2036	13	0
203069	1	0
203068	189	1
2033	286	0
2744	5	0
4594	17	0
4595	8	0
4598	7	0
9758	1	0
4841	66	0
2039	12	0
4843	14	0
57125	1	0
80896	3	0
57690	3	0
202333	7	0
5201	67	0
5203	13	0
5202	27	0
57692	1	0
5207	9	0
353116	1	0
5209	13	0
5208	17	0
54583	6	0
54585	4	0
54584	1	0
54587	1	0
100129842	1	0
440138	1	0
55284	70	0
57514	4	0
90187	1	0
79594	18	0
5967	1	0
639	16	0
11190	12	0
11193	41	0
54726	33	0
11194	4	0
11197	3	0
11196	6	0
11199	1	0
11198	89	0
54059	2	0
54058	3	0
3049	2	0
3048	6	0
3040	20	0
3043	13	0
3045	6	0
3047	4	0
3046	1	0
115761	2	0
147007	2	0
1912	74	0
148932	9	0
3294	24	0
51154	1	0
93664	13	0
124404	1	0
23779	3	0
6391	12	0
1326	68	0
1327	24	0
1325	7	0
23770	17	0
1329	29	0
23774	15	0
26119	7	0
6907	25	0
8683	138	0
6905	6	0
6904	11	0
6455	35	0
8687	46	0
6457	49	0
6456	52	0
8688	2	0
8689	6	0
8131	6	0
59269	6	0
6908	190	0
92129	6	0
7019	11	0
26118	10	0
11222	77	0
50808	6	0
50809	2	0
7738	4	0
7733	3	0
7730	1	0
50804	6	0
50805	1	0
50807	36	0
3959	22	0
3958	38	0
91833	16	0
55728	18	0
55729	79	0
3953	21	0
55095	4	0
55096	9	0
55090	73	0
3956	25	0
3955	2	0
3954	4	0
8358	60	0
8359	43	0
389114	2	0
8350	85	0
8351	60	0
8352	79	0
8353	60	0
8354	60	0
8355	60	0
8356	60	0
8357	60	0
653509	6	0
221035	1	0
221037	7	0
23127	1	0
126326	1	0
26015	20	0
55742	10	0
126328	52	0
642443	1	0
51435	2	0
117581	5	0
55540	4	0
117583	9	0
117584	1	0
55544	1	0
51347	6	0
4062	3	0
4063	6	0
4060	5	0
4061	2	0
4066	8	0
4067	150	0
4068	21	0
4069	17	0
5784	10	0
5786	16	0
5787	44	0
5780	10	0
5781	131	0
5782	62	0
5783	23	0
266743	3	0
5788	82	0
5789	11	0
3603	46	0
3601	6	0
80198	11	0
3607	5	0
3606	7	0
3604	8	0
3609	201	0
3608	250	0
116988	1	0
116987	5	0
116986	7	0
116985	7	0
116983	4	0
126299	1	0
94241	2	0
57761	31	0
57576	7	0
57763	3	0
90407	2	0
55894	3	0
51647	3	0
55890	3	0
51643	31	0
51642	78	0
93474	15	0
55898	14	0
51738	8	0
124460	8	0
57492	31	0
958	43	0
57491	1	0
57496	6	0
439935	2	0
950	2	0
57498	12	0
952	5	0
955	13	0
954	12	0
957	14	0
956	12	0
128239	2	0
85369	21	0
85363	20	0
85362	4	0
85366	5	0
85365	7	0
30812	14	0
644903	3	0
9403	3	0
163071	5	0
79873	34	0
6334	4	0
6336	2	1
6337	14	0
6330	1	1
6331	17	1
387569	5	0
6338	14	0
6339	2	0
552900	1	0
134728	3	0
84034	1	0
9674	2	0
9675	13	0
10451	21	0
10450	159	0
9670	24	0
10456	25	0
9672	26	0
10454	120	0
10105	8	0
10107	5	0
10458	31	0
10101	8	0
9679	1	0
10102	2	0
1144	2	0
121457	6	0
1145	1	0
55726	2	0
8908	4	0
54918	7	0
54919	17	0
8905	10	0
8904	20	0
8907	49	0
54915	2	0
8900	65	0
54910	11	0
81029	2	0
1149	3	0
284040	1	0
2175	77	0
55664	5	0
152006	9	0
152007	2	0
388697	65	0
7128	41	0
388695	3	0
7126	16	0
388698	104	0
7125	2	0
7122	6	0
7123	17	0
7120	3	0
654364	76	0
84232	8	0
84545	80	0
157638	2	0
1668	2	0
1667	6	0
1666	1	0
1665	259	0
1663	3	0
1662	1	0
1660	377	0
590	3	0
593	8	0
595	63	0
594	7	0
597	20	0
596	108	1
599	14	0
598	87	0
9474	71	0
2829	4	0
2824	1	0
2825	1	0
2826	14	0
2820	4	0
2821	17	0
2822	5	0
2823	3	0
5414	12	0
3384	8	0
3385	9	0
3382	10	0
5411	102	0
5413	21	0
3290	1	0
3964	9	0
1409	16	0
1408	16	0
79048	3	0
51267	2	0
79047	7	0
1400	82	0
1407	17	0
1406	40	0
1404	7	0
4215	207	0
4214	147	0
55723	45	0
4216	32	0
4211	33	0
4210	5	0
1491	16	0
4212	13	0
5790	3	0
4218	16	0
171568	3	0
696	2	0
55720	10	0
1933	92	0
1540	23	0
5579	170	0
5578	326	0
5577	34	0
5576	50	0
5575	12	0
5573	72	0
3263	1	0
5571	24	0
5570	4	0
79269	2	0
79598	5	0
84290	1	0
79590	78	0
79596	7	0
79595	27	0
1936	78	0
699	17	0
339	10	0
338	32	0
114132	2	0
130540	10	0
335	79	0
334	35	0
337	6	0
336	15	0
331	65	0
330	30	0
333	55	0
332	23	0
93661	2	0
51264	79	0
93663	2	0
1548	1	1
3268	2	0
11227	1	0
11226	1	0
11224	230	0
1939	3	0
11221	7	0
58160	6	0
51438	5	0
51340	159	0
51341	15	0
51434	20	0
51343	28	0
51433	21	0
51430	1	0
84299	2	0
25904	6	0
25901	6	0
25900	5	0
25902	30	0
25909	7	0
149986	1	0
1495	44	0
23433	20	0
23432	1	0
23431	6	0
23437	1	0
23435	36	0
23438	1	0
348235	2	0
92822	4	0
93082	1	0
84948	1	0
55973	3	0
55971	4	0
55970	21	0
55974	2	0
4524	10	0
6103	13	0
6102	2	0
161882	5	0
6100	2	0
159296	3	0
10938	10	0
10939	8	0
10934	1	0
10935	28	0
10930	1	0
10933	55	0
57539	1	0
9118	7	0
9448	41	0
57531	1	0
57530	9	0
9113	25	0
57532	26	0
57535	1	0
9442	33	0
9117	1	0
9440	51	0
150726	2	0
283820	3	0
441241	7	0
255189	1	0
201266	1	0
54822	14	0
51554	10	0
26108	6	0
54536	17	0
64087	2	0
81876	12	0
81875	8	0
51734	15	0
26100	14	0
64081	8	0
64080	10	0
494115	1	0
3416	7	0
22930	9	0
22933	23	0
22932	1	0
6101	1	0
22937	6	0
22936	4	0
22938	214	0
3418	11	0
3419	12	0
79863	2	0
138162	1	0
79866	8	0
79864	1	0
6443	7	0
56955	8	0
79869	31	0
56957	15	0
56950	27	0
56951	2	0
56952	15	0
8027	18	0
10664	22	0
10666	5	0
404636	2	0
2019	2	0
10661	17	0
10663	1	0
4862	13	0
4863	6	0
2017	55	0
2016	7	0
2011	49	0
2010	86	0
4864	4	0
2012	3	0
221302	2	0
7296	11	0
55100	1	0
353139	14	0
1937	99	0
353132	22	0
7447	8	0
9033	3	0
8945	74	0
10592	31	0
10590	1	0
10591	3	0
10597	4	0
10594	189	0
5613	5	0
10598	15	0
10599	1	1
55108	1	0
5611	9	0
29099	2	0
54704	11	0
54708	17	0
27436	3	0
27434	4	0
91107	1	0
27430	4	0
7014	31	0
27439	1	0
29094	1	0
143630	1	0
7013	49	0
9447	1	0
29091	3	0
9446	7	0
146225	1	0
7011	4	0
9445	8	0
9640	3	0
9444	29	0
9443	52	0
57534	11	0
9441	70	0
196513	12	0
57536	1	0
29028	3	0
79676	2	0
79677	2	0
79674	7	0
79673	11	0
170082	33	0
727851	1	0
729873	4	0
1345	19	0
1346	15	0
79679	1	0
6929	94	0
6928	8	0
6925	188	0
6924	30	0
6927	58	0
6926	6	0
6921	51	0
6923	32	0
8115	22	0
7711	4	0
26747	5	0
1938	163	0
7716	2	0
7718	21	0
92105	20	0
92104	1	0
26748	2	0
26749	2	0
541468	18	0
399761	5	0
126526	1	0
84342	18	0
114836	6	0
3429	2	0
401288	1	0
8372	1	0
8370	49	0
150372	3	0
80256	12	0
8379	42	0
158798	4	0
55324	14	0
389136	1	0
28951	1	0
28952	4	0
28955	2	0
28954	10	0
28957	77	0
28956	2	0
23262	2	0
51004	2	0
151112	2	0
752	8	0
85378	6	0
51596	7	0
653394	1	0
26353	25	0
26355	3	0
257364	7	0
653808	5	0
4008	9	0
4009	7	0
4000	73	0
4001	42	0
29890	4	0
4004	36	0
4005	91	0
4007	8	0
55704	12	0
51086	7	0
51085	3	0
3972	4	0
51083	6	0
55701	5	0
51081	78	0
55703	2	0
3978	35	0
55709	1	0
51088	5	0
3628	12	0
3621	50	0
3620	14	0
3623	6	0
3622	20	0
3625	11	0
3624	17	0
3627	8	0
3626	6	0
81792	3	0
81793	11	0
81790	2	0
81794	5	0
60370	8	0
57703	159	0
57701	1	0
57707	3	0
201299	1	0
64083	2	0
57708	7	0
201292	3	0
51663	8	0
55561	7	0
51661	3	0
51660	3	0
51667	7	0
51666	5	0
51665	4	0
55567	1	0
55568	2	0
4520	4	0
51669	7	0
51668	4	0
494470	8	0
2959	106	0
56033	2	0
28755	1	0
23139	15	0
56034	2	0
50617	1	0
4478	52	0
4477	1	0
80221	4	0
85300	3	0
80223	8	0
80222	6	0
80227	21	0
50616	5	0
80228	5	0
113026	38	0
199692	1	0
5345	17	0
51550	9	0
1027	73	0
5347	152	0
838	7	0
5340	53	0
1020	108	0
22931	7	0
3417	12	0
51490	2	0
11043	112	0
254187	5	0
6310	183	0
6311	24	0
6317	5	0
6314	46	0
6318	4	0
6319	15	0
139716	8	0
203569	1	0
203562	2	0
1029	105	0
1028	13	0
9652	3	0
10438	8	0
10129	1	0
10128	125	0
9656	33	0
9657	1	0
9655	4	0
10431	9	0
10430	7	0
9658	17	0
9659	60	0
10435	7	0
10434	6	0
10125	5	0
10436	80	0
54935	20	0
54936	3	0
54937	1	0
54930	1	0
54931	19	0
54932	7	0
54933	2	0
54938	6	0
54939	4	0
653067	1	0
8969	6	0
8968	61	0
5153	19	0
8533	27	0
399511	12	0
125228	1	0
6441	5	0
1645	4	0
1644	28	1
1647	62	0
1641	27	0
353091	2	0
1643	25	0
1642	187	0
1649	46	0
285343	1	0
84218	4	0
84219	2	0
56956	5	0
579	10	0
578	26	0
29949	1	0
29948	14	0
604	98	0
573	30	0
572	54	0
571	17	0
29946	25	0
29941	3	0
23109	2	0
575	9	0
151613	3	0
79796	1	0
2802	14	0
2803	13	0
2800	10	0
2801	285	0
2806	33	0
2804	20	0
2805	27	0
5432	53	0
1420	6	0
5430	181	0
5431	65	0
5436	44	0
5437	63	0
5434	60	0
5435	38	0
1429	3	0
1428	2	0
5438	32	0
5439	36	0
3360	16	1
4868	20	0
58477	22	0
3363	1	1
79068	1	0
115352	4	0
166012	7	0
22980	8	0
23101	2	0
79065	10	0
2018	4	0
4277	2	0
4276	3	0
171546	3	0
23107	170	0
1200	2	0
5555	1	0
5554	1	0
5557	22	0
5551	5	0
5550	8	0
5553	8	0
5552	39	0
4860	31	0
59340	4	1
91647	22	0
59341	18	0
10668	2	0
91319	3	0
4867	17	0
80328	4	0
59343	15	0
2013	1	0
8581	1	0
30818	15	0
9453	8	0
5883	32	0
59348	6	0
23181	23	0
5880	19	0
5887	29	0
23186	50	0
23185	3	0
5884	22	0
23635	6	0
23637	15	0
23636	74	0
93643	1	0
23633	15	0
127262	1	0
6557	3	1
6550	10	0
6553	4	0
6558	7	0
6559	4	1
25923	1	0
25920	24	0
25927	1	0
25926	1	0
25925	5	0
25924	8	0
25929	22	0
25928	7	0
55631	1	0
55632	3	0
93129	1	0
9452	1	0
4857	5	0
23451	347	0
23450	402	0
115827	4	0
5879	200	0
27292	108	0
27291	1	0
51652	19	0
27297	6	0
27295	2	0
9887	3	0
356	87	0
92840	30	0
7507	22	0
353	12	0
9882	22	0
351	144	0
350	34	0
7508	21	0
11070	2	0
359	6	0
358	51	0
96626	2	0
57127	2	0
3758	11	1
3101	22	0
6125	188	0
6124	235	0
56676	6	0
6121	2	0
6120	10	0
6123	1	0
6122	186	0
6129	295	0
55914	32	0
55917	20	0
55916	13	0
84856	1	0
255877	14	0
10112	5	0
5729	1	0
84859	4	0
10959	13	0
9669	10	0
64718	3	0
10952	16	0
10953	7	0
10950	5	0
10951	45	0
10956	15	0
10957	13	0
10954	6	0
64710	6	0
221823	8	0
3755	1	0
3756	9	0
349565	9	0
2191	4	0
119504	1	0
440568	5	0
26168	11	0
2258	6	0
81631	91	0
2194	31	0
2255	2	0
2254	6	0
26166	1	0
2252	11	0
2251	4	0
2250	4	0
3224	16	0
387680	1	0
4635	1	0
57515	4	0
4634	4	0
22919	33	0
22918	19	0
22916	140	0
22915	3	0
22914	13	0
22913	100	0
250	9	0
22911	4	0
4800	50	0
4801	33	0
2787	24	0
4803	14	0
222484	29	0
2783	42	0
2782	42	0
79801	41	0
4809	237	0
79803	16	0
94032	2	0
56937	3	0
116224	1	0
400720	1	0
9465	7	0
9464	17	0
2079	31	0
2078	12	0
57045	4	0
10607	16	0
9463	46	0
401145	1	0
2073	12	0
57048	8	0
2071	68	0
10609	1	0
2077	5	0
9468	7	0
57519	3	0
2074	12	0
54893	2	0
54892	7	0
54891	14	0
54896	1	0
54894	17	0
54545	1	0
54544	23	0
54546	2	0
54541	8	0
54540	9	0
54543	3	0
54542	3	0
8970	2	0
8971	105	0
54921	9	0
157285	4	0
8790	9	0
5734	12	1
8974	7	0
5737	4	0
255043	1	0
9793	13	0
9792	4	0
9791	5	0
9796	28	0
9794	20	0
23583	3	0
9798	5	0
51128	1	0
54769	3	0
84661	20	0
51116	149	0
84662	8	0
54093	20	0
54760	27	0
54763	24	0
54762	1	0
54765	4	0
54764	21	0
285527	5	0
54700	19	0
11316	12	0
118424	8	0
11313	3	0
8209	1	0
23589	19	0
56160	2	0
225689	9	0
7080	24	0
7083	163	0
7082	80	0
7084	9	0
7087	4	0
7086	30	0
7089	30	0
7088	116	0
55048	32	0
388228	4	0
9807	3	0
7586	2	0
6495	11	0
6494	4	0
6497	26	0
6496	7	0
79658	5	0
8175	195	0
6493	3	0
6492	3	0
8178	12	0
79656	19	0
79657	8	0
6499	13	0
6498	94	0
91782	2	0
7581	4	0
6949	115	0
6948	2	0
9801	80	0
6943	6	0
6942	9	0
6941	4	0
6940	3	0
6945	14	0
6944	43	0
114815	1	0
1839	14	0
26762	2	0
8906	11	0
147040	2	0
57410	16	0
55706	1	0
9415	13	0
8398	1	0
8399	3	0
144245	1	0
333926	3	0
8395	8	0
8396	10	0
91875	3	0
472	116	0
473	22	0
1364	5	0
471	20	1
476	51	0
1363	21	0
1360	1	0
28978	3	0
28977	80	0
28976	33	0
478	45	0
375686	3	0
28973	81	0
3199	1	0
28970	3	0
643314	1	0
261726	5	0
4026	5	0
4023	28	0
120892	6	0
201725	3	0
55763	21	0
55760	1	0
55761	3	0
51069	79	0
51068	4	0
3998	6	0
51065	87	0
3996	11	0
55768	7	0
55769	3	0
3993	5	0
51060	4	0
3991	14	0
3990	14	0
7923	25	0
85453	1	0
389834	2	0
3227	10	0
93436	9	0
57722	1	0
85456	6	0
57724	1	0
57727	11	0
51608	24	0
27175	10	0
27173	2	0
253738	2	0
3682	4	0
51601	1	0
51603	4	0
51602	106	0
292	249	0
293	141	0
290	6	0
51606	4	0
154075	5	0
3680	14	0
56052	1	0
3685	52	0
84107	1	0
26049	1	0
140890	52	0
80209	11	0
80208	2	0
150209	1	0
80205	6	0
80204	17	0
100506658	1	0
128272	4	0
253558	2	0
166824	2	0
147791	1	0
219899	2	0
376267	2	0
124599	1	0
2444	6	0
390535	24	0
124590	1	0
7867	12	0
7866	2	0
57188	6	0
7862	12	0
2515	4	0
57185	1	0
57186	2	0
57187	130	0
57180	19	0
26043	40	0
7869	6	0
64927	19	0
163033	11	0
389840	1	0
2512	28	0
353323	26	0
6370	4	0
6372	3	0
6373	5	0
6374	5	0
6375	5	0
6376	4	0
10417	1	0
53354	2	0
10142	52	0
10413	39	0
10144	4	0
10411	7	0
10146	47	0
10148	6	0
90007	4	0
53358	17	0
10419	226	0
10418	3	0
9638	58	0
9639	1	0
9328	18	0
9329	119	0
58493	1	0
9322	29	0
9631	20	0
9632	7	0
9321	9	0
9326	9	0
9635	2	0
9324	4	0
9637	3	0
8941	5	0
8940	17	0
8943	27	0
8942	6	0
285205	4	0
54957	6	0
54954	3	0
54955	44	0
54958	6	0
54959	2	0
84058	1	0
79871	4	0
84056	9	0
84057	1	0
5407	9	0
26973	1	0
645455	23	0
123811	1	0
55902	16	0
220972	1	0
1991	32	0
1622	10	0
3205	14	0
3204	2	0
1627	25	0
3202	11	0
1997	18	0
1996	5	0
1999	48	0
1998	6	0
1629	11	0
5189	2	0
3209	6	0
3208	4	0
51776	29	0
203547	4	0
151254	18	0
84272	3	0
84273	12	0
84270	1	0
84271	12	0
84277	3	0
23189	1	0
10368	1	0
2861	6	0
29969	8	0
2863	1	0
2864	2	0
558	22	0
2867	3	0
2868	8	0
2869	25	0
83858	109	0
29967	6	0
550	18	0
29965	4	0
552	3	0
1438	12	0
5055	8	0
151636	19	0
1439	34	0
83855	1	0
79001	1	0
1198	16	0
79003	13	0
79002	129	0
79005	42	0
79004	3	0
1191	32	0
79008	48	0
5452	25	0
1192	14	0
1195	20	0
5455	6	0
5456	6	0
5457	3	0
9188	126	0
284004	11	0
9189	27	0
284001	46	0
4259	2	0
4258	2	0
4250	2	0
4253	12	0
4255	8	0
4254	10	0
4257	5	0
4256	1	0
5533	4	0
5532	15	0
5531	45	0
5530	39	0
5537	20	0
5536	28	0
5535	2	0
5534	14	0
5539	1	0
5538	1	0
89765	1	0
91663	1	0
91662	2	0
91661	3	0
22801	2	0
339210	2	0
83729	3	0
441400	1	0
130502	9	0
130507	2	0
51473	2	0
51471	1	0
51477	31	0
51474	12	0
51475	5	0
23613	9	0
23612	96	0
51478	24	0
51479	11	0
23617	4	0
23616	11	0
6573	7	0
6571	5	0
6576	7	0
6574	2	0
80724	32	0
6578	1	1
150946	1	0
80725	3	0
7694	6	0
7695	7	0
7697	7	0
7690	1	0
7692	6	0
25941	1	0
25940	2	0
25942	154	0
25945	14	0
129521	1	0
25946	5	0
3835	8	0
3836	49	0
23474	5	0
23473	7	0
3831	25	0
3832	22	0
3833	1	0
3838	97	0
3839	51	0
23479	15	0
23478	6	0
286151	1	0
1347	15	0
379	21	0
378	6	0
7520	71	0
7527	4	0
7525	65	0
283229	1	0
373	188	0
7529	197	0
375	44	0
374	6	0
377	11	0
51296	7	0
51297	2	0
51295	41	0
51292	1	0
55240	5	0
55243	6	0
51291	2	0
55249	7	0
165904	1	0
51298	3	0
6143	203	0
6142	223	0
6141	269	0
6147	229	0
6146	183	0
6144	255	0
7047	4	0
10970	8	0
10971	152	0
10972	12	0
10973	12	0
5104	22	0
10975	69	0
10978	20	0
84875	4	0
84876	10	0
286826	15	0
84872	12	0
84873	2	0
51765	22	0
64843	4	0
55223	2	0
64841	17	0
64840	6	0
64847	1	0
64844	3	0
220441	3	0
283869	2	0
79587	1	0
220717	9	0
10806	2	0
2275	95	0
2274	103	0
2277	6	0
56243	16	0
2271	10	0
26145	5	0
159162	1	0
26147	1	0
64599	4	0
197358	1	0
81618	7	0
100529264	4	0
100529262	1	0
5913	6	0
5912	9	0
5547	2	0
56911	5	0
94015	3	0
56913	7	0
56915	34	0
56917	1	0
56919	1	0
100130086	2	0
2051	18	0
2050	5	0
2053	1	0
2052	7	0
4538	35	0
4539	53	0
2057	47	0
2056	8	0
2059	47	0
2058	160	0
4824	15	0
4537	11	0
400745	1	0
4820	5	0
4821	1	0
10628	9	0
10629	24	0
7982	6	0
9400	26	0
7984	9	0
9406	16	0
9404	24	0
7988	24	0
10621	13	0
9409	2	0
404672	9	0
57062	34	0
10626	3	0
10627	23	0
54567	5	0
64333	15	0
64332	4	0
118924	12	0
225	5	0
63876	2	0
63875	80	0
63874	2	0
254065	1	0
84643	1	0
84641	1	0
84640	5	0
84645	1	0
150472	4	0
255626	8	0
7324	70	0
7325	43	0
7326	7	0
7327	23	0
7320	20	0
7321	110	0
7322	119	0
7323	104	0
10084	21	0
10085	1	0
10087	14	0
7328	46	0
7329	237	0
10083	11	0
8858	1	0
801	192	1
3781	6	0
8850	103	0
7068	55	1
7067	67	1
7066	2	0
7064	10	0
7062	1	0
54741	1	0
54749	1	0
143187	9	0
130162	3	0
6965	1	0
6964	3	0
79632	3	0
8625	16	0
8626	57	0
8620	3	0
79637	21	0
8622	19	0
8623	6	0
11230	6	0
123606	1	0
5899	12	0
653877	1	0
978	21	1
100293130	1	0
114876	1	0
114879	3	0
50717	6	0
375449	1	0
7221	6	0
126070	13	0
3784	25	0
26259	6	0
128312	22	0
124857	1	0
221092	1	0
9988	4	0
9989	3	0
9987	24	0
9984	136	0
9985	3	0
9982	7	0
64175	3	0
126382	4	0
11026	1	0
11021	11	0
11020	2	0
23288	3	0
415	4	0
417	1	0
410	9	0
411	8	0
412	25	0
1384	3	0
1385	131	0
1386	82	0
1387	276	0
28227	6	0
23285	2	0
23286	13	0
23287	8	0
93233	8	0
51599	4	0
55749	19	0
55038	5	0
55039	1	0
55036	1	0
51042	6	0
51593	170	0
55743	22	0
55032	1	0
51046	1	0
55030	6	0
55031	15	0
1775	2	0
151449	1	0
5460	10	1
51227	6	0
1777	2	0
431707	4	0
5271	7	0
51626	1	0
1773	4	0
51621	9	0
27158	8	0
27159	3	0
27154	15	0
27156	13	0
5420	2	0
253714	3	0
27151	3	0
150572	6	0
27153	2	0
100505793	1	0
60489	4	0
60488	79	0
60487	4	0
60485	11	0
64105	46	0
64102	1	0
60482	1	0
64100	10	0
64101	41	0
148327	1	0
259266	7	0
51224	15	0
80778	4	0
64837	17	0
80777	1	0
80774	1	0
6688	45	0
6689	18	0
6683	3	0
6687	24	0
201965	1	0
7849	15	0
7844	16	0
7846	231	0
7841	7	0
7840	1	0
6356	12	0
6357	10	0
6354	20	0
6355	10	0
6352	31	0
6351	10	0
286451	2	0
85027	8	0
6358	6	0
6359	2	0
1841	14	0
26354	201	0
9616	24	0
9341	32	0
9342	24	0
9343	208	0
9612	87	0
9610	18	0
10168	7	0
9349	298	0
10165	62	0
10164	1	0
10163	23	0
9618	62	0
9619	4	0
84074	8	0
1815	7	1
1816	5	1
1810	6	0
1811	2	0
1812	11	1
84073	5	0
54970	2	0
54971	80	0
54972	4	0
54973	23	0
84078	41	0
84079	1	0
54976	2	0
54977	5	0
7290	23	0
23072	8	0
9247	4	0
26959	20	0
26958	18	0
23077	14	0
26953	3	0
2165	2	0
23075	7	0
2167	11	0
9630	9	0
1609	17	0
1608	17	0
3229	7	0
1979	1	0
1978	31	0
3225	17	0
1600	76	0
1603	13	0
3226	2	0
3221	5	0
1604	8	0
1607	17	0
1606	20	0
266812	10	0
29797	10	0
100294277	5	0
137209	29	0
22983	35	0
317671	1	0
2848	7	0
2849	1	0
2846	1	0
2847	4	0
2840	1	0
388585	2	0
3320	245	0
5475	5	0
3324	70	0
5473	26	0
3326	337	0
112597	2	0
3329	211	0
112840	3	0
5479	23	0
9894	19	0
55705	59	0
79027	16	0
79026	17	0
79025	21	0
79024	1	0
79023	10	0
3973	17	0
79020	22	0
55707	7	0
56907	2	0
55700	7	0
51082	28	0
3977	23	0
114990	6	0
3976	2	0
5519	49	0
5518	101	0
25898	29	0
5511	25	0
5510	11	0
5515	115	0
5514	6	0
5516	66	0
284680	2	0
339230	2	0
339231	4	0
1559	7	1
537	3	0
3034	4	0
29903	15	0
83700	6	0
83707	3	0
83706	2	0
29907	5	0
1558	7	1
83853	2	0
3036	4	0
539	44	0
538	5	1
23670	1	0
23673	21	0
3037	5	0
319101	1	0
23677	13	0
23678	6	0
5138	22	0
132789	11	0
10026	9	0
11104	4	0
3295	39	0
51450	1	0
51451	3	0
10900	22	0
25894	2	0
51454	5	0
51455	7	0
6519	2	0
10797	20	0
25963	1	0
25962	163	0
25960	1	0
6510	13	0
6511	3	0
6513	11	0
6514	6	0
6515	2	0
10023	4	0
7348	5	0
83851	9	0
389799	1	0
10021	6	0
1974	119	0
3812	1	0
3813	2	0
3811	13	0
23499	28	0
3817	13	0
3814	6	0
3815	69	1
23495	7	0
3818	8	0
115653	1	0
23491	1	0
23493	15	0
23492	11	0
65992	1	0
65993	81	0
65990	9	0
65991	13	0
283742	4	0
8452	112	0
8451	155	0
8450	98	0
65999	1	0
8458	20	0
92335	2	0
7549	2	0
50509	5	0
91445	21	0
7541	37	0
7542	1	0
50506	1	0
7544	1	0
7545	4	0
7546	7	0
7547	1	0
55262	4	0
55260	1	0
55266	2	0
55264	1	0
55269	9	0
55268	15	0
6169	180	0
6168	193	0
55806	12	0
6161	131	0
6160	223	0
6165	215	0
6164	86	0
6167	82	0
6166	4	0
257068	37	0
10999	2	0
84812	39	0
56681	8	0
10994	4	0
84811	130	0
257062	1	0
84817	11	0
84814	1	0
414301	8	0
55805	7	0
2213	21	0
2212	15	0
2217	5	0
2215	2	0
2214	12	0
2219	6	0
283638	2	0
201294	3	0
152815	1	0
4519	69	0
4512	31	0
4513	32	0
5204	25	0
339834	33	0
4515	3	0
85280	29	0
11103	89	0
85287	14	0
9421	26	0
9423	6	0
9422	9	0
9425	29	0
2273	23	0
55565	5	0
5289	15	0
55808	3	0
5283	5	0
5284	9	0
246329	18	0
5286	16	0
60672	2	0
60673	36	0
57010	1	0
60676	5	0
64318	1	0
83692	1	0
134957	4	0
126823	1	0
7009	6	0
7008	7	0
63898	43	0
80018	1	0
80019	5	0
63894	6	0
80014	2	0
80012	16	0
80013	2	0
80010	19	0
128710	21	0
84628	1	0
84620	3	0
84623	1	0
84622	1	0
84626	2	0
51327	6	0
83937	7	0
83931	2	0
83932	2	0
83933	7	0
632	5	0
9027	4	0
7301	18	0
7306	5	0
7307	282	0
7305	17	0
9284	1	0
9283	1	0
9282	59	0
9472	12	0
54502	2	0
54505	3	0
29086	43	0
54507	151	0
9473	1	0
29087	1	0
57520	2	0
10481	7	0
9476	3	0
152573	1	0
10206	9	0
7044	9	0
10204	15	0
7046	175	0
7041	27	0
7040	58	0
7043	12	0
7042	25	0
221833	3	0
7049	13	0
7048	52	0
10208	12	0
10209	5	0
4720	58	0
55893	1	0
51322	12	0
8022	8	0
5566	340	0
8608	8	0
283248	2	0
6988	1	0
115106	76	0
8603	1	0
8600	35	0
8601	49	0
8607	141	0
8604	7	0
8605	3	0
150368	1	0
2983	31	0
2982	26	0
2981	1	0
2980	1	0
2987	9	0
2986	28	0
2984	28	0
1018	21	0
1019	119	0
1014	1	0
1015	1	0
1016	6	0
1017	371	0
1010	3	0
1012	4	0
1013	12	0
9107	6	0
22881	4	0
85302	138	0
4359	3	0
4354	15	0
4355	4	0
4356	34	0
